Type,Timestamp (UTC),Ticker,Direction,Strategy,Timeframe,Price,Gates Hit,Gates Total,Quality Tier,Quality Score,Order Action,Quantity,Limit Price,Execution Status,Gate Vector
WALL_UPDATE,2026-02-09T16:54:01.108Z,UOKA,,DVTP SHORT,2m,2.47,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:54:03.202Z,MNTS,,DVTP SHORT,2m,6.84,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:54:16.895Z,NBY,,DVTP SHORT,2m,80.79,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T16:57:26.492Z,MNTS,,DVTP SHORT,2m,6.75,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:57:27.363Z,ATXG,,DVTP SHORT,2m,43.1,3,9,D,33,,,,,"rule2_Fire=0; Ovr60=0; gatedShort_1=0; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=0; obvShortGate=1; VolumeGate=0; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:57:38.722Z,LIMN,,DVTP SHORT,2m,2.33,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:57:39.623Z,UOKA,,DVTP SHORT,2m,2.44,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:57:40.429Z,HUMA,,DVTP SHORT,2m,119,5,9,D,56,,,,,"rule2_Fire=0; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=0; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:57:41.609Z,CSAI,,DVTP SHORT,2m,61,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T16:57:42.032Z,NBY,,DVTP SHORT,2m,80.8,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T16:58:00.156Z,RVPH,,DVTP SHORT,2m,29.79,5,9,D,56,,,,,"rule2_Fire=0; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T16:58:01.786Z,MIMI,,DVTP SHORT,2m,33.17,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:58:02.056Z,UOKA,,DVTP SHORT,2m,2.42,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:58:04.734Z,MNTS,,DVTP SHORT,2m,6.6000000000000005,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T16:58:11.949Z,NBY,,DVTP SHORT,2m,80.8,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T16:58:30.328Z,CSAI,,DVTP SHORT,2m,61.09,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:00:09.222Z,UOKA,,DVTP SHORT,2m,2.48,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:00:12.067Z,MIMI,,DVTP SHORT,2m,32.77,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:00:13.599Z,NBY,,DVTP SHORT,2m,80.98,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:00:16.279Z,MNTS,,DVTP SHORT,2m,6.69,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:01:43.344Z,CSAI,,DVTP SHORT,2m,61.42,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=0; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:02:00.764Z,UOKA,,DVTP SHORT,2m,2.46,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:02:01.447Z,MIMI,,DVTP SHORT,2m,33.7,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:02:02.242Z,LIMN,,DVTP SHORT,2m,2.22,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:02:09.255Z,MNTS,,DVTP SHORT,2m,6.67,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:02:27.732Z,NBY,,DVTP SHORT,2m,80.5,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:04:01.880Z,LIMN,,DVTP SHORT,2m,2.23,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:04:03.681Z,RITR,,DVTP SHORT,2m,104.5,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:04:04.265Z,MNTS,,DVTP SHORT,2m,6.63,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:04:04.293Z,UOKA,,DVTP SHORT,2m,2.45,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=0; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:04:07.026Z,MIMI,,DVTP SHORT,2m,33.3,6,9,C,67,,,,,"rule2_Fire=0; Ovr60=1; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:04:09.251Z,NBY,,DVTP SHORT,2m,80.26,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:05:05.456Z,CSAI,,DVTP SHORT,2m,60.300000000000004,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:06:00.912Z,LIMN,,DVTP SHORT,2m,2.24,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:06:01.418Z,UOKA,,DVTP SHORT,2m,2.39,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:06:03.010Z,MNTS,,DVTP SHORT,2m,6.640000000000001,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:06:03.675Z,RITR,,DVTP SHORT,2m,105.87,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:06:05.567Z,ATXG,,DVTP SHORT,2m,41.480000000000004,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:06:57.565Z,NBY,,DVTP SHORT,2m,80.66,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:08:01.209Z,UOKA,,DVTP SHORT,2m,2.41,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:08:02.353Z,LIMN,,DVTP SHORT,2m,2.2,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:08:05.445Z,MNTS,,DVTP SHORT,2m,6.67,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:08:54.456Z,NBY,,DVTP SHORT,2m,80.81,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:10:01.280Z,UOKA,,DVTP SHORT,2m,2.4,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:10:01.406Z,LIMN,,DVTP SHORT,2m,2.16,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:10:18.722Z,NBY,,DVTP SHORT,2m,80.99,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:10:21.443Z,MNTS,,DVTP SHORT,2m,6.57,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:11:08.040Z,CSAI,,DVTP SHORT,2m,61.09,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:12:01.692Z,LIMN,,DVTP SHORT,2m,2.11,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:12:02.012Z,RITR,,DVTP SHORT,2m,108,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:12:02.071Z,MNTS,,DVTP SHORT,2m,6.65,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:12:02.754Z,UOKA,,DVTP SHORT,2m,2.4,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:12:23.952Z,NBY,,DVTP SHORT,2m,80.67,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=0; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:13:28.999Z,RVPH,,DVTP SHORT,2m,29.37,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:14:01.369Z,LIMN,,DVTP SHORT,2m,2.09,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:14:01.449Z,UOKA,,DVTP SHORT,2m,2.31,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:14:01.808Z,MNTS,,DVTP SHORT,2m,6.54,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:14:33.550Z,BFRI,,DVTP SHORT,2m,73.08,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=0; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:14:54.130Z,NBY,,DVTP SHORT,2m,80,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:15:07.356Z,RVPH,,DVTP SHORT,2m,29.5,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:16:01.499Z,UOKA,,DVTP SHORT,2m,2.25,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:16:01.803Z,MNTS,,DVTP SHORT,2m,6.55,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:16:02.958Z,LIMN,,DVTP SHORT,2m,2.07,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:16:10.491Z,SIDU,,DVTP SHORT,2m,2.46,4,9,D,44,,,,,"rule2_Fire=0; Ovr60=0; gatedShort_1=1; gatedShort_2=0; ABOVELOWVWAP=0; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:16:13.517Z,NBY,,DVTP SHORT,2m,79,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:17:02.783Z,BFRI,,DVTP SHORT,2m,74.04,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=0; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:18:01.546Z,LIMN,,DVTP SHORT,2m,2.0300000000000002,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:18:02.963Z,UOKA,,DVTP SHORT,2m,2.31,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:18:06.269Z,NBY,,DVTP SHORT,2m,79.01,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:18:12.208Z,MNTS,,DVTP SHORT,2m,6.5200000000000005,7,9,B,78,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:18:33.135Z,BFRI,,DVTP SHORT,2m,74.04,4,9,D,44,,,,,"rule2_Fire=0; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=0; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:18:43.003Z,CSAI,,DVTP SHORT,2m,60.870000000000005,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:20:03.410Z,MNTS,,DVTP SHORT,2m,6.5600000000000005,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:20:04.424Z,UOKA,,DVTP SHORT,2m,2.33,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:20:04.582Z,NBY,,DVTP SHORT,2m,79.3,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:20:05.325Z,LIMN,,DVTP SHORT,2m,2.0300000000000002,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:20:31.981Z,RVPH,,DVTP SHORT,2m,29.51,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:20:53.463Z,KXIN,,DVTP SHORT,2m,98.09,2,9,D,22,,,,,"rule2_Fire=0; Ovr60=0; gatedShort_1=0; gatedShort_2=0; ABOVELOWVWAP=0; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:22:00.880Z,UOKA,,DVTP SHORT,2m,2.33,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:22:00.952Z,MNTS,,DVTP SHORT,2m,6.45,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:22:01.391Z,LIMN,,DVTP SHORT,2m,1.95,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:22:04.877Z,BFRI,,DVTP SHORT,2m,73.09,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=0; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:23:04.996Z,RVPH,,DVTP SHORT,2m,29.51,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:23:47.871Z,NBY,,DVTP SHORT,2m,79.01,5,9,D,56,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:23:56.102Z,CSAI,,DVTP SHORT,2m,61.02,6,9,C,67,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=0; VolumeGate2=0"
WALL_UPDATE,2026-02-09T17:24:01.364Z,UOKA,,DVTP SHORT,2m,2.36,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:24:02.083Z,LIMN,,DVTP SHORT,2m,1.96,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:24:02.323Z,MIMI,,DVTP SHORT,2m,32.5,9,9,A+,100,,,,,"rule2_Fire=1; Ovr60=1; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:24:05.246Z,MNTS,,DVTP SHORT,2m,6.54,8,9,A,89,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=1; obvShortGate=1; VolumeGate=1; VolumeGate2=1"
WALL_UPDATE,2026-02-09T17:24:15.171Z,BFRI,,DVTP SHORT,2m,74,4,9,D,44,,,,,"rule2_Fire=1; Ovr60=0; gatedShort_1=1; gatedShort_2=1; ABOVELOWVWAP=1; entryDistanceGate=0; obvShortGate=0; VolumeGate=0; VolumeGate2=0"
